InstituteNo,year,institute_type,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank
9,2021,NIT,1,HS,Gender-Neutral,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,46113,59590
9,2021,NIT,1,HS,Female-Only,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,95161,95161
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11497,14061
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,14091,14091
9,2021,NIT,1,HS,Female-Only,NIT-Goa,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,176913,176913
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,14251,17611
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,16147,16147
9,2021,NIT,1,GO,Gender-Neutral,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,31703,40651
9,2021,NIT,1,GO,Female-Only,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,26821,26821
9,2021,NIT,1,HS,Gender-Neutral,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,46113,59590
9,2021,NIT,1,HS,Female-Only,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,95161,95161
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11497,14061
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,14091,14091
9,2021,NIT,1,HS,Female-Only,NIT-Goa,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,176913,176913
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,14251,17611
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,16147,16147
9,2021,NIT,1,GO,Gender-Neutral,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,31703,40651
9,2021,NIT,1,GO,Female-Only,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,26821,26821
9,2021,NIT,1,HS,Gender-Neutral,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,46113,59590
9,2021,NIT,1,HS,Female-Only,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,95161,95161
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11497,14061
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GEN,14091,14091
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,26865,47384
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,40601,83879
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,15155,19947
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,25083,28464
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,21594,34017
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,40614,58933
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,10127,14260
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17735,20011
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,26865,47384
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,40601,83879
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,15155,19947
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,25083,28464
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,21594,34017
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,40614,58933
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,10127,14260
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17735,20011
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,26865,47384
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,40601,83879
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,15155,19947
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,25083,28464
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,21594,34017
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,40614,58933
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,10127,14260
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17735,20011
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,26865,47384
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,40601,83879
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,15155,19947
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,25083,28464
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,21594,34017
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,40614,58933
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,10127,14260
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17735,20011
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,26865,47384
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,40601,83879
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,15155,19947
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,25083,28464
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,21594,34017
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,40614,58933
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,10127,14260
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17735,20011
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,26865,47384
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,40601,83879
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,15155,19947
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electrical Engineering,4 Years,B.Tech,GEN,25083,28464
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,21594,34017
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,40614,58933
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,10127,14260
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17735,20011
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,36161,40996
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,68626,68626
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,9920,16018
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,24257,24257
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,36161,40996
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,68626,68626
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,9920,16018
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,24257,24257
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,36161,40996
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,68626,68626
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,9920,16018
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,24257,24257
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,36161,40996
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,68626,68626
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,9920,16018
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,24257,24257
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,36161,40996
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,68626,68626
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,9920,16018
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,24257,24257
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,36161,40996
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,68626,68626
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,9920,16018
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Electronics and Communication Engineering,5 Years,Btech + M.Tech (IDD),GEN,24257,24257
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,5003,6981
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,10040,11279
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,3268,5295
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,9624,11045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,5003,6981
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,10040,11279
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,3268,5295
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,9624,11045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,5003,6981
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,10040,11279
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,3268,5295
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,9624,11045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,5003,6981
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,10040,11279
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,3268,5295
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,9624,11045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,5003,6981
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,10040,11279
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,3268,5295
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,9624,11045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,5003,6981
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,10040,11279
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,3268,5295
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,9624,11045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,2951,4740
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5974,9111
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,1196,3404
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3984,6338
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,2951,4740
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5974,9111
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,1196,3404
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3984,6338
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,2951,4740
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5974,9111
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,1196,3404
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3984,6338
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,2951,4740
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5974,9111
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,1196,3404
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3984,6338
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,2951,4740
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5974,9111
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,1196,3404
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3984,6338
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,2951,4740
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5974,9111
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,1196,3404
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3984,6338
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,102183,167053
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,180032,180032
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,24616,28483
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,36059,36059
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,92090,118077
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,153961,153961
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17081,24265
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,26929,26929
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,102183,167053
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,180032,180032
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,24616,28483
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,36059,36059
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,92090,118077
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,153961,153961
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17081,24265
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,26929,26929
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,102183,167053
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,180032,180032
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,24616,28483
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,36059,36059
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,92090,118077
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,153961,153961
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17081,24265
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,26929,26929
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,102183,167053
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,180032,180032
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,24616,28483
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,36059,36059
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,92090,118077
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,153961,153961
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17081,24265
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,26929,26929
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,102183,167053
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,180032,180032
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,24616,28483
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,36059,36059
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,92090,118077
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,153961,153961
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17081,24265
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,26929,26929
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,102183,167053
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,180032,180032
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,24616,28483
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,36059,36059
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,92090,118077
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,153961,153961
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17081,24265
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Electronics and Communication Engineering,4 Years,B.Tech,GEN,26929,26929
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,34565,39095
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42176,42176
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Electronics and Communication Engineering,4 Years,B.Tech,GEN,24910,32918
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Electronics and Communication Engineering,4 Years,B.Tech,GEN,34974,38184
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,35391,40236
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,41074,43924
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,34565,39095
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42176,42176
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Electronics and Communication Engineering,4 Years,B.Tech,GEN,24910,32918
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Electronics and Communication Engineering,4 Years,B.Tech,GEN,34974,38184
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,35391,40236
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,41074,43924
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,34565,39095
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42176,42176
